NODE;X;Y;Z
1;-100.000000000;0.00000000000;0.00000000000
2;-20.0000000000;0.00000000000;0.00000000000
3;-96.0000000000;0.00000000000;0.00000000000
4;-92.0000000000;0.00000000000;0.00000000000
5;-88.0000000000;0.00000000000;0.00000000000
6;-84.0000000000;0.00000000000;0.00000000000
7;-80.0000000000;0.00000000000;0.00000000000
8;-76.0000000000;0.00000000000;0.00000000000
9;-72.0000000000;0.00000000000;0.00000000000
10;-68.0000000000;0.00000000000;0.00000000000
11;-64.0000000000;0.00000000000;0.00000000000
12;-60.0000000000;0.00000000000;0.00000000000
13;-56.0000000000;0.00000000000;0.00000000000
14;-52.0000000000;0.00000000000;0.00000000000
15;-48.0000000000;0.00000000000;0.00000000000
16;-44.0000000000;0.00000000000;0.00000000000
17;-40.0000000000;0.00000000000;0.00000000000
18;-36.0000000000;0.00000000000;0.00000000000
19;-32.0000000000;0.00000000000;0.00000000000
20;-28.0000000000;0.00000000000;0.00000000000
;;;
NODE;X;Y;Z
21;-24.0000000000;0.00000000000;0.00000000000
22;0.00000000000;20.0000000000;0.00000000000
23;-3.90180644081;19.6157056080;0.00000000000
24;-7.65366864944;18.4775906493;0.00000000000
25;-11.1114046638;16.6293922438;0.00000000000
26;-14.1421356279;14.1421356195;0.00000000000
27;-16.6293922504;11.1114046540;0.00000000000
28;-18.4775906539;7.65366863846;0.00000000000
29;-19.6157056103;3.90180642916;0.00000000000
30;0.00000000000;50.0000000000;0.00000000000
31;0.00000000000;46.2500000000;0.00000000000
32;0.00000000000;42.5000000000;0.00000000000
33;0.00000000000;38.7500000000;0.00000000000
34;0.00000000000;35.0000000000;0.00000000000
35;0.00000000000;31.2500000000;0.00000000000
36;0.00000000000;27.5000000000;0.00000000000
37;0.00000000000;23.7500000000;0.00000000000
38;-100.000000000;50.0000000000;0.00000000000
39;-4.00000000000;50.0000000000;0.00000000000
40;-8.00000000000;50.0000000000;0.00000000000
;;;
NODE;X;Y;Z
41;-12.0000000000;50.0000000000;0.00000000000
42;-16.0000000000;50.0000000000;0.00000000000
43;-20.0000000000;50.0000000000;0.00000000000
44;-24.0000000000;50.0000000000;0.00000000000
45;-28.0000000000;50.0000000000;0.00000000000
46;-32.0000000000;50.0000000000;0.00000000000
47;-36.0000000000;50.0000000000;0.00000000000
48;-40.0000000000;50.0000000000;0.00000000000
49;-44.0000000000;50.0000000000;0.00000000000
50;-48.0000000000;50.0000000000;0.00000000000
51;-52.0000000000;50.0000000000;0.00000000000
52;-56.0000000000;50.0000000000;0.00000000000
53;-60.0000000000;50.0000000000;0.00000000000
54;-64.0000000000;50.0000000000;0.00000000000
55;-68.0000000000;50.0000000000;0.00000000000
56;-72.0000000000;50.0000000000;0.00000000000
57;-76.0000000000;50.0000000000;0.00000000000
58;-80.0000000000;50.0000000000;0.00000000000
59;-84.0000000000;50.0000000000;0.00000000000
60;-88.0000000000;50.0000000000;0.00000000000
;;;
NODE;X;Y;Z
61;-92.0000000000;50.0000000000;0.00000000000
62;-96.0000000000;50.0000000000;0.00000000000
63;-100.000000000;46.1538461538;0.00000000000
64;-100.000000000;42.3076923077;0.00000000000
65;-100.000000000;38.4615384615;0.00000000000
66;-100.000000000;34.6153846154;0.00000000000
67;-100.000000000;30.7692307692;0.00000000000
68;-100.000000000;26.9230769231;0.00000000000
69;-100.000000000;23.0769230769;0.00000000000
70;-100.000000000;19.2307692308;0.00000000000
71;-100.000000000;15.3846153846;0.00000000000
72;-100.000000000;11.5384615385;0.00000000000
73;-100.000000000;7.69230769231;0.00000000000
74;-100.000000000;3.84615384615;0.00000000000
75;-25.9452115253;28.1478539444;0.00000000000
76;-73.4698328047;24.8801454286;0.00000000000
77;-65.6317640878;24.7544449648;0.00000000000
78;-57.6082965059;24.8494911633;0.00000000000
79;-49.5389681638;25.0116344075;0.00000000000
80;-41.5243905624;25.3060721599;0.00000000000
;;;
NODE;X;Y;Z
81;-33.4562086084;30.1556693010;0.00000000000
82;-33.6021604739;26.0464728254;0.00000000000
83;-41.1481564931;29.4784458971;0.00000000000
84;-45.4945803575;25.1294346841;0.00000000000
85;-49.0131112475;29.1716572694;0.00000000000
86;-53.5621831280;24.9191089601;0.00000000000
87;-56.9973201655;29.0294515605;0.00000000000
88;-61.6271599772;24.8021301071;0.00000000000
89;-64.9165748897;28.9482323388;0.00000000000
90;-69.6084773847;24.7356214147;0.00000000000
91;-72.3779979518;29.2042954545;0.00000000000
92;-76.8350022287;25.4804748635;0.00000000000
93;-79.6861510584;26.8783280402;0.00000000000
94;-29.7498317739;26.8371618423;0.00000000000
95;-23.2126026736;32.2647918137;0.00000000000
96;-29.7229880578;30.7698003588;0.00000000000
97;-37.2289444674;29.7451018281;0.00000000000
98;-45.0534376750;29.2987364081;0.00000000000
99;-53.0313034918;29.0892179717;0.00000000000
100;-60.9630243342;29.0078633549;0.00000000000
;;;
NODE;X;Y;Z
101;-68.7786826224;28.9743288519;0.00000000000
102;-75.7222796545;29.6572827168;0.00000000000
103;-78.8187953235;30.3561496070;0.00000000000
104;-82.5904100517;28.5971225647;0.00000000000
105;-83.2668942898;26.2191892576;0.00000000000
106;-81.4943483292;24.0032321134;0.00000000000
107;-29.6409216316;22.7861050334;0.00000000000
108;-79.0304361128;21.0202866657;0.00000000000
109;-74.5315162704;20.6951801427;0.00000000000
110;-70.3970140777;20.6100832914;0.00000000000
111;-66.2924432890;20.5901000416;0.00000000000
112;-62.2284737345;20.6449652021;0.00000000000
113;-58.1910593087;20.6967511986;0.00000000000
114;-54.1186138601;20.7661649235;0.00000000000
115;-50.0464626013;20.8580090511;0.00000000000
116;-45.9915642230;20.9575506836;0.00000000000
117;-41.9127628022;21.1185051213;0.00000000000
118;-37.8403728965;21.4215810095;0.00000000000
119;-33.7237448490;21.9183126079;0.00000000000
120;-20.0678289102;23.4097305470;0.00000000000
;;;
NODE;X;Y;Z
121;-16.2307500423;36.7904495638;0.00000000000
122;-20.9240147849;38.1996539641;0.00000000000
123;-24.7979970163;38.5885644804;0.00000000000
124;-28.7911564580;38.4835187842;0.00000000000
125;-32.6471605031;38.2082146116;0.00000000000
126;-36.5006270150;37.9517533774;0.00000000000
127;-40.4593964561;37.7681767420;0.00000000000
128;-44.3584988607;37.6159295106;0.00000000000
129;-48.2892047727;37.5167283138;0.00000000000
130;-52.2476823108;37.4561184860;0.00000000000
131;-56.1956900232;37.4216166352;0.00000000000
132;-60.1025339367;37.3942474260;0.00000000000
133;-64.0134983840;37.4078015895;0.00000000000
134;-67.8703786026;37.4819336787;0.00000000000
135;-71.6641526461;37.6340922655;0.00000000000
136;-75.4379241393;37.8159078454;0.00000000000
137;-79.2796642154;37.7878756027;0.00000000000
138;-83.4051227273;36.3931985714;0.00000000000
139;-87.7660723306;37.6438070884;0.00000000000
140;-88.4333069388;33.8356552730;0.00000000000
;;;
NODE;X;Y;Z
141;-88.6022620974;29.8575462759;0.00000000000
142;-88.8378119850;26.1869022279;0.00000000000
143;-88.4868356530;22.5540551858;0.00000000000
144;-87.9911221222;19.0045169661;0.00000000000
145;-87.7084534323;15.3993284753;0.00000000000
146;-14.1059889776;22.7600391797;0.00000000000
147;-24.7296795763;20.5755352226;0.00000000000
148;-87.6778081712;11.6542602905;0.00000000000
149;-83.5423884914;11.9344313311;0.00000000000
150;-79.4691260268;12.1897299667;0.00000000000
151;-75.4077465944;12.3485249279;0.00000000000
152;-71.3621601820;12.3765370438;0.00000000000
153;-67.2988224996;12.3731103469;0.00000000000
154;-63.2264433609;12.3967051049;0.00000000000
155;-59.1196767932;12.4246786348;0.00000000000
156;-55.0484837066;12.4678957032;0.00000000000
157;-50.9523574136;12.5294626284;0.00000000000
158;-46.8355097809;12.6209082009;0.00000000000
159;-42.6496388177;12.7763855722;0.00000000000
160;-38.4560058942;13.0314213208;0.00000000000
;;;
NODE;X;Y;Z
161;-34.1514928277;13.4316314809;0.00000000000
162;-29.2344591688;14.3576396988;0.00000000000
163;-16.4415227044;30.6657485979;0.00000000000
164;-15.2450105853;26.7174723387;0.00000000000
165;-9.55902170065;25.1545212755;0.00000000000
166;-10.3142546513;40.0336053890;0.00000000000
167;-15.2900267178;40.7666894119;0.00000000000
168;-19.8253967945;41.7747227151;0.00000000000
169;-24.1530373552;42.2274625332;0.00000000000
170;-28.2869259379;42.2773515337;0.00000000000
171;-32.3444291055;42.1654959655;0.00000000000
172;-36.2815384681;42.0046138590;0.00000000000
173;-40.2006125458;41.8643489557;0.00000000000
174;-44.1262498020;41.7550988165;0.00000000000
175;-48.0728134550;41.6805171874;0.00000000000
176;-52.0327572157;41.6354162259;0.00000000000
177;-55.9973728326;41.6098928209;0.00000000000
178;-59.9587806168;41.6059244583;0.00000000000
179;-63.8941694927;41.6292969515;0.00000000000
180;-67.8100218788;41.6832936496;0.00000000000
;;;
NODE;X;Y;Z
181;-71.7115393222;41.7225147583;0.00000000000
182;-75.6687735137;41.7810201319;0.00000000000
183;-79.7200842453;41.5706508447;0.00000000000
184;-83.6373909974;41.3206675914;0.00000000000
185;-87.5693057703;41.5351129424;0.00000000000
186;-91.7138250192;41.9203396868;0.00000000000
187;-91.8801228581;38.0508909834;0.00000000000
188;-92.0172486400;34.1688956329;0.00000000000
189;-92.2026025947;30.3001354791;0.00000000000
190;-92.2333173660;26.4482998073;0.00000000000
191;-92.2605134004;22.6822770127;0.00000000000
192;-92.0253368597;18.9634432939;0.00000000000
193;-91.8584777303;15.2464558977;0.00000000000
194;-91.8239653982;11.5165457879;0.00000000000
195;-18.7123343441;19.5014951019;0.00000000000
196;-24.0157897319;15.5649616376;0.00000000000
