9725;12198;10057;9878;5304;585;4786;5086
12198;9724;9877;10057;5305;5087;7530;585
8721;9783;8682;8681;762;591;588;586
8721;8681;12163;9784;586;587;5239;763
8685;12254;12163;8681;598;7651;587;589
8686;8685;8681;8682;599;589;588;590
9783;9654;8686;8682;5241;601;590;591
9899;9747;8684;8683;5064;597;594;592
8683;12186;9746;9899;593;5288;5065;592
8693;12185;12186;8683;622;7727;593;595
8694;8693;8683;8684;623;595;594;596
9747;9748;8694;8684;5172;625;596;597
9521;12254;8685;12255;5624;598;600;5623
8686;8718;12255;8685;602;754;600;599
9781;8718;8686;9654;752;602;601;5242
8894;12558;12523;12522;603;6609;6561;8464
8849;8848;12558;8894;6785;8466;603;6761
12523;9022;8688;8687;6525;608;606;604
12522;12523;8687;9023;6561;604;605;6524
9023;8687;9093;9094;605;607;6368;6431
;;;;;;;
;;;;;;;
;;;;;;;
8688;9167;9093;8687;609;6333;607;606
8688;9022;9092;9167;608;6432;6334;609
9600;9515;8690;8689;5633;614;612;610
9600;8689;12261;12167;610;611;5436;5435
8689;9599;12168;12261;613;5438;7712;611
8690;9514;9599;8689;615;5634;613;612
9406;9514;8690;9515;5798;615;614;5797
9725;9623;8692;8691;7582;621;618;616
12284;12198;9725;8691;7736;5304;616;617
9475;12284;8691;12283;5678;617;619;5677
8692;12197;12283;8691;620;5492;619;618
12197;8692;9623;9726;620;621;5303;5302
8695;12279;12185;8693;627;5480;622;624
8694;8696;8695;8693;626;628;624;623
8694;9748;9630;8696;625;7564;631;626
12328;12279;8695;12278;7768;627;629;7769
8696;12184;12278;8695;630;5479;629;628
12184;8696;9630;9749;630;631;5287;5286
8698;8888;8930;8697;639;6705;634;632
8697;9009;8723;8698;633;792;640;632
;;;;;;;
;;;;;;;
;;;;;;;
8697;9077;9008;9009;635;6445;6472;633
8930;8929;9077;8697;8199;8244;635;634
12484;12350;8888;8874;8109;636;642;641
12350;12486;8930;8888;8108;6624;6705;636
12593;8874;8888;8698;8331;642;639;637
8698;8842;12584;12593;638;8432;6767;637
8723;8966;8842;8698;643;668;638;640
8874;8963;9007;12484;8318;6545;6498;641
8966;8723;9080;9010;643;791;8229;6534
8846;8800;12561;12580;6831;644;8411;6762
